"id","age","gender","education","endline_vaccine_attitude","endline_vaccination_status","treatment"
555,71,"Non-binary","Bachelor's Degree","Bad","No","control group"
556,25,"Male","Bachelor's Degree","Excellent","Yes","emotions"
557,18,"Male","Graduate Degree","Good","Yes","emotions"
558,56,"Non-binary","Bachelor's Degree","Bad","Yes","emotions"
559,30,"Non-binary","Graduate Degree","Bad","Yes","reason"
560,30,"Male","Graduate Degree","Okay","No","control group"
561,18,"Male","Associate Degree","Good","Yes","control group"
562,40,"Female","Associate Degree","Terrible","Yes","control group"
564,28,"Male","High School","Good","Yes","emotions"
565,28,"Female","High School","Okay","Yes","control group"
566,62,"Male","Bachelor's Degree","Okay","Yes","reason"
569,27,"Male","Bachelor's Degree","Good","Yes","emotions"
570,58,"Female","Graduate Degree","Bad","Yes","emotions"
571,20,"Male","Bachelor's Degree","Excellent","Yes","emotions"
572,57,"Non-binary","Bachelor's Degree","Good","No","control group"
573,56,"Female","Bachelor's Degree","Terrible","No","reason"
574,31,"Non-binary","High School","Okay","Yes","reason"
575,57,"Male","Graduate Degree","Terrible","Yes","reason"
576,60,"Male","Associate Degree","Okay","Yes","reason"
577,52,"Female","Associate Degree","Excellent","Yes","reason"
579,18,"Female","Associate Degree","Excellent","Yes","reason"
580,18,"Male","Bachelor's Degree","Excellent","No","reason"
581,18,"Female","Bachelor's Degree","Excellent","Yes","reason"
582,43,"Male","Bachelor's Degree","Terrible","No","emotions"
583,72,"Non-binary","Associate Degree","Excellent","Yes","emotions"
584,74,"Female","Graduate Degree","Okay","Yes","control group"
585,50,"Non-binary","Graduate Degree","Okay","Yes","control group"
586,58,"Female","High School","Bad","No","control group"
587,37,"Non-binary","Bachelor's Degree","Bad","Yes","control group"
588,49,"Female","High School","Okay","Yes","control group"
589,48,"Male","Bachelor's Degree","Okay","Yes","control group"
590,25,"Non-binary","Associate Degree","Good","No","emotions"
591,34,"Male","Bachelor's Degree","Bad","Yes","emotions"
592,37,"Female","Graduate Degree","Good","Yes","emotions"
593,68,"Non-binary","Associate Degree","Bad","No","control group"
594,19,"Male","Bachelor's Degree","Good","Yes","control group"
595,18,"Male","Bachelor's Degree","Excellent","Yes","reason"
596,55,"Male","High School","Good","Yes","emotions"
597,24,"Female","Bachelor's Degree","Good","Yes","emotions"
598,31,"Non-binary","Graduate Degree","Okay","Yes","emotions"
599,58,"Female","Associate Degree","Excellent","Yes","reason"
600,25,"Female","Bachelor's Degree","Okay","Yes","reason"
601,33,"Female","Graduate Degree","Good","Yes","emotions"
602,70,"Non-binary","High School","Good","Yes","emotions"
604,51,"Female","Associate Degree","Bad","Yes","reason"
605,37,"Male","Associate Degree","Terrible","Yes","control group"
606,18,"Female","Bachelor's Degree","Bad","Yes","emotions"
607,18,"Male","Bachelor's Degree","Okay","No","emotions"
608,36,"Female","Bachelor's Degree","Good","Yes","emotions"
609,80,"Male","Associate Degree","Okay","Yes","control group"
610,44,"Non-binary","Associate Degree","Terrible","Yes","emotions"
611,43,"Non-binary","Bachelor's Degree","Excellent","No","emotions"
612,47,"Female","Associate Degree","Bad","Yes","reason"
613,32,"Non-binary","High School","Bad","Yes","reason"
614,18,"Male","High School","Okay","Yes","reason"
615,80,"Female","Associate Degree","Good","Yes","reason"
616,32,"Female","Associate Degree","Good","Yes","control group"
617,34,"Male","Bachelor's Degree","Excellent","Yes","reason"
618,18,"Male","Bachelor's Degree","Bad","Yes","control group"
619,35,"Female","Bachelor's Degree","Excellent","Yes","emotions"
620,35,"Non-binary","Graduate Degree","Terrible","Yes","emotions"
621,35,"Male","High School","Bad","Yes","control group"
622,18,"Female","High School","Excellent","Yes","emotions"
623,76,"Non-binary","High School","Bad","No","control group"
624,75,"Male","Associate Degree","Bad","Yes","emotions"
625,54,"Non-binary","High School","Good","Yes","emotions"
626,18,"Female","Associate Degree","Terrible","Yes","emotions"
627,54,"Female","Graduate Degree","Excellent","No","control group"
628,35,"Female","Associate Degree","Bad","Yes","reason"
630,67,"Non-binary","High School","Bad","Yes","emotions"
631,18,"Female","High School","Good","No","emotions"
632,30,"Non-binary","Graduate Degree","Terrible","No","emotions"
633,25,"Non-binary","Associate Degree","Good","No","emotions"
634,40,"Male","Associate Degree","Bad","Yes","reason"
635,18,"Male","Bachelor's Degree","Good","No","emotions"
636,26,"Male","Bachelor's Degree","Good","No","emotions"
637,54,"Female","Associate Degree","Bad","Yes","control group"
638,49,"Male","High School","Terrible","Yes","control group"
640,51,"Non-binary","Graduate Degree","Okay","Yes","control group"
641,18,"Female","High School","Excellent","Yes","control group"
642,33,"Male","Bachelor's Degree","Terrible","Yes","reason"
643,54,"Non-binary","Associate Degree","Bad","Yes","reason"
644,27,"Male","Graduate Degree","Terrible","Yes","reason"
646,18,"Non-binary","Graduate Degree","Excellent","No","control group"
647,57,"Non-binary","High School","Okay","No","control group"
648,18,"Male","High School","Excellent","Yes","emotions"
649,34,"Non-binary","Associate Degree","Excellent","No","control group"
650,35,"Female","Associate Degree","Okay","Yes","control group"
652,24,"Male","Bachelor's Degree","Good","Yes","emotions"
653,77,"Male","Graduate Degree","Okay","Yes","emotions"
654,18,"Male","High School","Okay","Yes","control group"
655,45,"Non-binary","Associate Degree","Bad","Yes","reason"
656,18,"Male","Bachelor's Degree","Good","Yes","control group"
657,40,"Male","Graduate Degree","Excellent","Yes","reason"
658,50,"Female","Associate Degree","Excellent","No","reason"
659,18,"Non-binary","Bachelor's Degree","Terrible","Yes","reason"
660,54,"Male","Graduate Degree","Good","Yes","emotions"
661,47,"Female","Graduate Degree","Bad","No","control group"
662,60,"Non-binary","High School","Excellent","Yes","emotions"
663,23,"Male","Associate Degree","Good","No","emotions"
664,21,"Male","Associate Degree","Good","Yes","control group"
665,18,"Male","High School","Bad","No","emotions"
666,34,"Non-binary","Graduate Degree","Bad","Yes","emotions"
667,18,"Female","Bachelor's Degree","Okay","Yes","control group"
668,54,"Male","High School","Okay","Yes","reason"
669,41,"Non-binary","Bachelor's Degree","Bad","No","emotions"
670,80,"Female","High School","Okay","No","control group"
671,18,"Female","Associate Degree","Okay","Yes","emotions"
672,64,"Non-binary","Graduate Degree","Okay","Yes","control group"
673,29,"Male","Associate Degree","Terrible","Yes","emotions"
674,18,"Male","High School","Terrible","No","control group"
675,51,"Male","High School","Bad","No","emotions"
676,18,"Male","Associate Degree","Excellent","No","control group"
677,19,"Male","Graduate Degree","Bad","Yes","control group"
679,44,"Female","Graduate Degree","Okay","Yes","emotions"
680,20,"Female","Associate Degree","Good","No","emotions"
681,62,"Non-binary","Bachelor's Degree","Excellent","Yes","reason"
682,18,"Male","Graduate Degree","Good","No","reason"
683,44,"Female","Bachelor's Degree","Okay","No","control group"
684,43,"Female","Bachelor's Degree","Bad","No","control group"
686,31,"Female","Graduate Degree","Excellent","Yes","reason"
688,59,"Female","Bachelor's Degree","Excellent","Yes","control group"
689,71,"Male","High School","Excellent","No","control group"
690,19,"Female","Bachelor's Degree","Good","Yes","emotions"
691,59,"Female","Bachelor's Degree","Okay","No","control group"
692,38,"Male","Associate Degree","Bad","Yes","reason"
693,18,"Non-binary","Bachelor's Degree","Good","Yes","reason"
694,25,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
695,49,"Female","Bachelor's Degree","Excellent","Yes","reason"
696,43,"Non-binary","Graduate Degree","Okay","Yes","emotions"
697,18,"Non-binary","High School","Excellent","Yes","reason"
698,52,"Male","Graduate Degree","Okay","No","emotions"
699,53,"Female","Graduate Degree","Excellent","No","control group"
700,34,"Female","Associate Degree","Bad","Yes","reason"
701,26,"Non-binary","Bachelor's Degree","Good","Yes","reason"
702,79,"Female","Bachelor's Degree","Bad","Yes","reason"
703,38,"Female","High School","Good","No","control group"
704,40,"Female","High School","Okay","Yes","emotions"
705,18,"Male","Bachelor's Degree","Excellent","No","reason"
706,18,"Male","High School","Bad","No","emotions"
708,32,"Male","Bachelor's Degree","Good","Yes","reason"
709,67,"Female","Associate Degree","Excellent","No","control group"
710,75,"Male","Associate Degree","Bad","No","emotions"
711,71,"Non-binary","Associate Degree","Terrible","Yes","control group"
713,35,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
714,18,"Male","Associate Degree","Okay","Yes","control group"
715,33,"Male","Bachelor's Degree","Terrible","Yes","reason"
716,18,"Female","Bachelor's Degree","Bad","Yes","emotions"
717,34,"Non-binary","Associate Degree","Bad","No","reason"
718,73,"Female","High School","Okay","Yes","emotions"
719,43,"Female","Bachelor's Degree","Good","Yes","control group"
720,62,"Male","Associate Degree","Bad","Yes","reason"
721,50,"Male","High School","Good","Yes","reason"
722,24,"Male","Graduate Degree","Okay","Yes","control group"
723,75,"Female","High School","Okay","Yes","control group"
724,38,"Male","Graduate Degree","Bad","No","control group"
725,20,"Female","Bachelor's Degree","Bad","Yes","emotions"
726,41,"Male","Associate Degree","Excellent","Yes","reason"
727,18,"Female","Bachelor's Degree","Okay","Yes","reason"
728,57,"Non-binary","Associate Degree","Bad","Yes","reason"
729,50,"Male","High School","Excellent","No","control group"
730,33,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
731,30,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
732,59,"Female","Graduate Degree","Good","Yes","emotions"
733,19,"Male","Graduate Degree","Okay","Yes","reason"
734,20,"Male","Graduate Degree","Good","No","control group"
735,48,"Male","Bachelor's Degree","Bad","Yes","reason"
738,36,"Female","Associate Degree","Excellent","Yes","reason"
739,64,"Female","High School","Good","Yes","reason"
740,50,"Female","Associate Degree","Terrible","Yes","reason"
741,18,"Male","Bachelor's Degree","Okay","No","control group"
742,18,"Female","Associate Degree","Good","No","reason"
744,54,"Non-binary","Associate Degree","Excellent","Yes","emotions"
745,21,"Male","Associate Degree","Excellent","Yes","reason"
746,18,"Female","Graduate Degree","Excellent","No","control group"
747,61,"Non-binary","Associate Degree","Terrible","Yes","emotions"
748,24,"Male","High School","Terrible","Yes","control group"
749,76,"Female","Bachelor's Degree","Good","Yes","reason"
751,18,"Male","Graduate Degree","Good","Yes","emotions"
753,18,"Male","Associate Degree","Excellent","Yes","control group"
755,18,"Non-binary","Graduate Degree","Excellent","Yes","emotions"
756,18,"Male","Graduate Degree","Okay","Yes","reason"
757,80,"Non-binary","Bachelor's Degree","Terrible","Yes","control group"
759,56,"Male","High School","Excellent","Yes","emotions"
760,27,"Non-binary","Graduate Degree","Good","Yes","control group"
761,40,"Female","Associate Degree","Excellent","Yes","emotions"
762,52,"Male","Graduate Degree","Good","No","control group"
763,18,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
764,38,"Non-binary","Associate Degree","Good","Yes","control group"
765,44,"Male","Bachelor's Degree","Excellent","Yes","reason"
767,53,"Female","Bachelor's Degree","Excellent","Yes","emotions"
768,66,"Male","Graduate Degree","Terrible","No","emotions"
769,43,"Female","Associate Degree","Good","Yes","control group"
770,18,"Male","Associate Degree","Okay","Yes","reason"
771,33,"Male","Bachelor's Degree","Excellent","Yes","control group"
772,18,"Non-binary","High School","Terrible","Yes","emotions"
773,59,"Female","Bachelor's Degree","Good","Yes","reason"
776,20,"Female","High School","Bad","No","control group"
777,62,"Male","Associate Degree","Excellent","Yes","reason"
778,43,"Male","High School","Excellent","Yes","control group"
779,32,"Male","High School","Okay","Yes","emotions"
780,62,"Male","Graduate Degree","Excellent","No","emotions"
784,48,"Non-binary","High School","Okay","Yes","reason"
785,58,"Female","Graduate Degree","Okay","Yes","control group"
786,18,"Female","Associate Degree","Good","Yes","control group"
787,48,"Female","Associate Degree","Okay","No","reason"
788,38,"Male","Graduate Degree","Okay","Yes","emotions"
789,54,"Male","Bachelor's Degree","Excellent","No","reason"
790,24,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
791,38,"Male","Graduate Degree","Bad","No","emotions"
792,68,"Female","Graduate Degree","Good","No","emotions"
793,43,"Male","Bachelor's Degree","Terrible","Yes","control group"
794,56,"Male","Bachelor's Degree","Okay","Yes","control group"
795,36,"Male","Graduate Degree","Good","Yes","control group"
796,19,"Female","Bachelor's Degree","Okay","Yes","reason"
797,40,"Male","Bachelor's Degree","Good","No","emotions"
798,18,"Female","Graduate Degree","Excellent","Yes","reason"
799,18,"Male","High School","Excellent","No","control group"
800,63,"Non-binary","Bachelor's Degree","Bad","Yes","emotions"
801,18,"Male","Associate Degree","Terrible","No","emotions"
803,60,"Non-binary","Graduate Degree","Okay","Yes","control group"
804,40,"Male","Graduate Degree","Okay","Yes","control group"
805,28,"Female","High School","Terrible","Yes","emotions"
806,36,"Non-binary","Associate Degree","Okay","Yes","emotions"
807,31,"Female","High School","Bad","No","control group"
808,60,"Male","Graduate Degree","Bad","No","emotions"
809,55,"Male","Associate Degree","Good","Yes","reason"
810,18,"Male","High School","Good","Yes","reason"
811,47,"Non-binary","Associate Degree","Excellent","No","emotions"
812,55,"Female","Bachelor's Degree","Good","Yes","reason"
813,53,"Male","Associate Degree","Terrible","Yes","reason"
814,18,"Non-binary","Associate Degree","Bad","Yes","control group"
815,35,"Female","Associate Degree","Okay","No","control group"
816,80,"Female","Associate Degree","Excellent","Yes","reason"
817,56,"Male","Graduate Degree","Terrible","Yes","control group"
818,18,"Non-binary","Bachelor's Degree","Good","Yes","control group"
819,18,"Non-binary","Bachelor's Degree","Good","Yes","reason"
820,50,"Non-binary","Associate Degree","Excellent","Yes","control group"
821,37,"Non-binary","Associate Degree","Excellent","Yes","emotions"
822,59,"Male","Associate Degree","Okay","Yes","control group"
823,46,"Male","High School","Good","Yes","emotions"
824,42,"Female","Associate Degree","Terrible","Yes","control group"
825,44,"Non-binary","High School","Excellent","Yes","emotions"
826,43,"Non-binary","Associate Degree","Good","Yes","emotions"
827,18,"Female","Associate Degree","Good","Yes","emotions"
828,80,"Male","Bachelor's Degree","Okay","No","control group"
