"id","age","gender","education","baseline_vaccine_attitude","baseline_vaccination_status"
577,52,"Female","Associate Degree","Good","Yes"
578,80,"Non-binary","Associate Degree","Bad","No"
579,18,"Female","Associate Degree","Excellent","Yes"
580,18,"Male","Bachelor's Degree","Excellent","No"
581,18,"Female","Bachelor's Degree","Okay","Yes"
582,43,"Male","Bachelor's Degree","Bad","No"
583,72,"Non-binary","Associate Degree","Good","Yes"
584,74,"Female","Graduate Degree","Excellent","Yes"
585,50,"Non-binary","Graduate Degree","Bad","Yes"
586,58,"Female","High School","Good","No"
587,37,"Non-binary","Bachelor's Degree","Bad","Yes"
588,49,"Female","High School","Okay","No"
589,48,"Male","Bachelor's Degree","Excellent","Yes"
590,25,"Non-binary","Associate Degree","Bad","No"
591,34,"Male","Bachelor's Degree","Terrible","No"
592,37,"Female","Graduate Degree","Okay","No"
593,68,"Non-binary","Associate Degree","Good","No"
594,19,"Male","Bachelor's Degree","Bad","Yes"
595,18,"Male","Bachelor's Degree","Terrible","No"
596,55,"Male","High School","Bad","No"
597,24,"Female","Bachelor's Degree","Excellent","Yes"
598,31,"Non-binary","Graduate Degree","Terrible","No"
599,58,"Female","Associate Degree","Excellent","No"
600,25,"Female","Bachelor's Degree","Excellent","Yes"
601,33,"Female","Graduate Degree","Bad","No"
602,70,"Non-binary","High School","Okay","Yes"
603,51,"Non-binary","Bachelor's Degree","Good","Yes"
604,51,"Female","Associate Degree","Good","No"
605,37,"Male","Associate Degree","Excellent","Yes"
606,18,"Female","Bachelor's Degree","Good","No"
607,18,"Male","Bachelor's Degree","Terrible","No"
608,36,"Female","Bachelor's Degree","Excellent","No"
609,80,"Male","Associate Degree","Okay","Yes"
610,44,"Non-binary","Associate Degree","Okay","Yes"
611,43,"Non-binary","Bachelor's Degree","Good","No"
612,47,"Female","Associate Degree","Good","Yes"
613,32,"Non-binary","High School","Okay","Yes"
614,18,"Male","High School","Terrible","Yes"
615,80,"Female","Associate Degree","Okay","No"
616,32,"Female","Associate Degree","Okay","Yes"
617,34,"Male","Bachelor's Degree","Bad","Yes"
618,18,"Male","Bachelor's Degree","Good","Yes"
619,35,"Female","Bachelor's Degree","Terrible","No"
620,35,"Non-binary","Graduate Degree","Good","No"
621,35,"Male","High School","Terrible","No"
622,18,"Female","High School","Good","Yes"
623,76,"Non-binary","High School","Excellent","No"
624,75,"Male","Associate Degree","Okay","Yes"
625,54,"Non-binary","High School","Bad","Yes"
626,18,"Female","Associate Degree","Okay","Yes"
627,54,"Female","Graduate Degree","Okay","No"
628,35,"Female","Associate Degree","Excellent","No"
629,34,"Male","Associate Degree","Excellent","Yes"
630,67,"Non-binary","High School","Bad","No"
631,18,"Female","High School","Excellent","No"
632,30,"Non-binary","Graduate Degree","Okay","No"
633,25,"Non-binary","Associate Degree","Good","No"
634,40,"Male","Associate Degree","Excellent","Yes"
635,18,"Male","Bachelor's Degree","Terrible","No"
636,26,"Male","Bachelor's Degree","Bad","No"
637,54,"Female","Associate Degree","Good","No"
638,49,"Male","High School","Okay","No"
639,21,"Non-binary","Bachelor's Degree","Okay","No"
640,51,"Non-binary","Graduate Degree","Terrible","Yes"
641,18,"Female","High School","Okay","Yes"
642,33,"Male","Bachelor's Degree","Okay","Yes"
643,54,"Non-binary","Associate Degree","Okay","No"
644,27,"Male","Graduate Degree","Okay","No"
645,39,"Female","High School","Bad","No"
646,18,"Non-binary","Graduate Degree","Excellent","No"
647,57,"Non-binary","High School","Okay","No"
648,18,"Male","High School","Bad","Yes"
649,34,"Non-binary","Associate Degree","Okay","No"
650,35,"Female","Associate Degree","Terrible","Yes"
651,41,"Female","High School","Terrible","No"
652,24,"Male","Bachelor's Degree","Terrible","Yes"
653,77,"Male","Graduate Degree","Okay","No"
654,18,"Male","High School","Okay","Yes"
655,45,"Non-binary","Associate Degree","Okay","Yes"
656,18,"Male","Bachelor's Degree","Excellent","Yes"
657,40,"Male","Graduate Degree","Okay","No"
658,50,"Female","Associate Degree","Okay","No"
659,18,"Non-binary","Bachelor's Degree","Good","No"
660,54,"Male","Graduate Degree","Good","No"
661,47,"Female","Graduate Degree","Okay","No"
662,60,"Non-binary","High School","Excellent","Yes"
663,23,"Male","Associate Degree","Excellent","No"
664,21,"Male","Associate Degree","Bad","Yes"
665,18,"Male","High School","Good","No"
666,34,"Non-binary","Graduate Degree","Bad","Yes"
667,18,"Female","Bachelor's Degree","Terrible","No"
668,54,"Male","High School","Good","Yes"
669,41,"Non-binary","Bachelor's Degree","Okay","No"
670,80,"Female","High School","Excellent","No"
671,18,"Female","Associate Degree","Terrible","Yes"
672,64,"Non-binary","Graduate Degree","Terrible","Yes"
673,29,"Male","Associate Degree","Terrible","Yes"
674,18,"Male","High School","Bad","No"
675,51,"Male","High School","Good","No"
676,18,"Male","Associate Degree","Bad","No"
677,19,"Male","Graduate Degree","Excellent","Yes"
678,25,"Female","Graduate Degree","Good","No"
679,44,"Female","Graduate Degree","Bad","No"
680,20,"Female","Associate Degree","Good","No"
681,62,"Non-binary","Bachelor's Degree","Excellent","No"
682,18,"Male","Graduate Degree","Good","No"
683,44,"Female","Bachelor's Degree","Okay","No"
684,43,"Female","Bachelor's Degree","Okay","No"
685,19,"Male","Associate Degree","Terrible","No"
686,31,"Female","Graduate Degree","Bad","No"
687,27,"Non-binary","Bachelor's Degree","Excellent","Yes"
688,59,"Female","Bachelor's Degree","Bad","Yes"
689,71,"Male","High School","Okay","No"
690,19,"Female","Bachelor's Degree","Good","Yes"
691,59,"Female","Bachelor's Degree","Bad","No"
692,38,"Male","Associate Degree","Terrible","No"
693,18,"Non-binary","Bachelor's Degree","Good","No"
694,25,"Non-binary","Bachelor's Degree","Okay","No"
695,49,"Female","Bachelor's Degree","Terrible","Yes"
696,43,"Non-binary","Graduate Degree","Bad","No"
697,18,"Non-binary","High School","Good","Yes"
698,52,"Male","Graduate Degree","Okay","No"
699,53,"Female","Graduate Degree","Okay","No"
700,34,"Female","Associate Degree","Good","Yes"
701,26,"Non-binary","Bachelor's Degree","Bad","Yes"
702,79,"Female","Bachelor's Degree","Terrible","Yes"
703,38,"Female","High School","Excellent","No"
704,40,"Female","High School","Bad","No"
705,18,"Male","Bachelor's Degree","Bad","No"
706,18,"Male","High School","Terrible","No"
707,18,"Female","Bachelor's Degree","Terrible","No"
708,32,"Male","Bachelor's Degree","Excellent","Yes"
709,67,"Female","Associate Degree","Bad","No"
710,75,"Male","Associate Degree","Bad","No"
711,71,"Non-binary","Associate Degree","Okay","No"
712,66,"Male","Associate Degree","Excellent","No"
713,35,"Non-binary","Bachelor's Degree","Good","Yes"
714,18,"Male","Associate Degree","Bad","No"
715,33,"Male","Bachelor's Degree","Bad","No"
716,18,"Female","Bachelor's Degree","Okay","No"
717,34,"Non-binary","Associate Degree","Okay","No"
718,73,"Female","High School","Okay","Yes"
719,43,"Female","Bachelor's Degree","Excellent","Yes"
720,62,"Male","Associate Degree","Excellent","No"
721,50,"Male","High School","Okay","Yes"
722,24,"Male","Graduate Degree","Okay","Yes"
723,75,"Female","High School","Excellent","Yes"
724,38,"Male","Graduate Degree","Bad","No"
725,20,"Female","Bachelor's Degree","Terrible","No"
726,41,"Male","Associate Degree","Excellent","Yes"
727,18,"Female","Bachelor's Degree","Okay","Yes"
728,57,"Non-binary","Associate Degree","Excellent","No"
729,50,"Male","High School","Bad","No"
730,33,"Non-binary","Bachelor's Degree","Excellent","Yes"
731,30,"Non-binary","Bachelor's Degree","Excellent","Yes"
732,59,"Female","Graduate Degree","Terrible","Yes"
733,19,"Male","Graduate Degree","Bad","No"
734,20,"Male","Graduate Degree","Bad","No"
735,48,"Male","Bachelor's Degree","Okay","Yes"
736,31,"Male","Associate Degree","Excellent","Yes"
737,59,"Male","Bachelor's Degree","Okay","No"
738,36,"Female","Associate Degree","Terrible","Yes"
739,64,"Female","High School","Terrible","No"
740,50,"Female","Associate Degree","Good","Yes"
741,18,"Male","Bachelor's Degree","Good","No"
742,18,"Female","Associate Degree","Excellent","No"
743,66,"Non-binary","High School","Bad","Yes"
744,54,"Non-binary","Associate Degree","Terrible","No"
745,21,"Male","Associate Degree","Excellent","Yes"
746,18,"Female","Graduate Degree","Terrible","No"
747,61,"Non-binary","Associate Degree","Good","Yes"
748,24,"Male","High School","Okay","Yes"
749,76,"Female","Bachelor's Degree","Bad","Yes"
750,75,"Non-binary","High School","Terrible","Yes"
751,18,"Male","Graduate Degree","Okay","No"
752,23,"Non-binary","High School","Bad","No"
753,18,"Male","Associate Degree","Bad","No"
754,53,"Male","Graduate Degree","Excellent","No"
755,18,"Non-binary","Graduate Degree","Okay","No"
756,18,"Male","Graduate Degree","Good","Yes"
757,80,"Non-binary","Bachelor's Degree","Excellent","No"
758,60,"Male","Associate Degree","Terrible","Yes"
759,56,"Male","High School","Terrible","No"
760,27,"Non-binary","Graduate Degree","Okay","Yes"
761,40,"Female","Associate Degree","Okay","Yes"
762,52,"Male","Graduate Degree","Bad","No"
763,18,"Non-binary","Bachelor's Degree","Good","Yes"
764,38,"Non-binary","Associate Degree","Okay","Yes"
765,44,"Male","Bachelor's Degree","Bad","Yes"
766,74,"Non-binary","Bachelor's Degree","Terrible","No"
767,53,"Female","Bachelor's Degree","Okay","Yes"
768,66,"Male","Graduate Degree","Excellent","No"
769,43,"Female","Associate Degree","Good","Yes"
770,18,"Male","Associate Degree","Terrible","Yes"
771,33,"Male","Bachelor's Degree","Good","Yes"
772,18,"Non-binary","High School","Bad","Yes"
773,59,"Female","Bachelor's Degree","Excellent","Yes"
774,68,"Female","Graduate Degree","Bad","Yes"
775,39,"Female","Associate Degree","Good","Yes"
776,20,"Female","High School","Bad","No"
777,62,"Male","Associate Degree","Bad","No"
778,43,"Male","High School","Okay","Yes"
779,32,"Male","High School","Good","No"
780,62,"Male","Graduate Degree","Excellent","No"
781,25,"Male","High School","Okay","No"
782,63,"Male","High School","Good","Yes"
783,23,"Female","Bachelor's Degree","Okay","Yes"
784,48,"Non-binary","High School","Okay","Yes"
785,58,"Female","Graduate Degree","Good","Yes"
786,18,"Female","Associate Degree","Bad","No"
787,48,"Female","Associate Degree","Excellent","No"
788,38,"Male","Graduate Degree","Terrible","Yes"
789,54,"Male","Bachelor's Degree","Bad","No"
790,24,"Non-binary","Bachelor's Degree","Okay","Yes"
791,38,"Male","Graduate Degree","Okay","No"
792,68,"Female","Graduate Degree","Good","No"
793,43,"Male","Bachelor's Degree","Good","No"
794,56,"Male","Bachelor's Degree","Excellent","Yes"
795,36,"Male","Graduate Degree","Okay","Yes"
796,19,"Female","Bachelor's Degree","Okay","No"
797,40,"Male","Bachelor's Degree","Excellent","No"
798,18,"Female","Graduate Degree","Bad","Yes"
799,18,"Male","High School","Bad","No"
800,63,"Non-binary","Bachelor's Degree","Okay","Yes"
801,18,"Male","Associate Degree","Bad","No"
802,18,"Non-binary","Bachelor's Degree","Bad","Yes"
803,60,"Non-binary","Graduate Degree","Bad","Yes"
804,40,"Male","Graduate Degree","Good","Yes"
805,28,"Female","High School","Bad","Yes"
806,36,"Non-binary","Associate Degree","Terrible","Yes"
807,31,"Female","High School","Okay","No"
808,60,"Male","Graduate Degree","Excellent","No"
809,55,"Male","Associate Degree","Good","No"
810,18,"Male","High School","Good","No"
811,47,"Non-binary","Associate Degree","Bad","No"
812,55,"Female","Bachelor's Degree","Okay","Yes"
813,53,"Male","Associate Degree","Bad","Yes"
814,18,"Non-binary","Associate Degree","Okay","No"
815,35,"Female","Associate Degree","Bad","No"
816,80,"Female","Associate Degree","Excellent","Yes"
817,56,"Male","Graduate Degree","Okay","Yes"
818,18,"Non-binary","Bachelor's Degree","Terrible","Yes"
819,18,"Non-binary","Bachelor's Degree","Bad","Yes"
820,50,"Non-binary","Associate Degree","Terrible","No"
821,37,"Non-binary","Associate Degree","Excellent","No"
822,59,"Male","Associate Degree","Okay","Yes"
823,46,"Male","High School","Good","No"
824,42,"Female","Associate Degree","Excellent","Yes"
825,44,"Non-binary","High School","Excellent","Yes"
826,43,"Non-binary","Associate Degree","Okay","Yes"
827,18,"Female","Associate Degree","Good","Yes"
828,80,"Male","Bachelor's Degree","Bad","No"
829,18,"Male","Bachelor's Degree","Okay","Yes"
830,40,"Non-binary","Associate Degree","Bad","No"
831,29,"Female","High School","Bad","Yes"
832,76,"Female","Graduate Degree","Bad","Yes"
833,60,"Male","Associate Degree","Excellent","Yes"
834,29,"Male","Bachelor's Degree","Excellent","Yes"
835,44,"Non-binary","High School","Excellent","Yes"
836,63,"Male","Graduate Degree","Bad","Yes"
837,80,"Female","Associate Degree","Bad","No"
838,46,"Male","Graduate Degree","Bad","No"
839,19,"Male","Bachelor's Degree","Terrible","Yes"
840,20,"Non-binary","Graduate Degree","Excellent","Yes"
841,80,"Non-binary","Bachelor's Degree","Bad","No"
842,18,"Non-binary","Bachelor's Degree","Okay","Yes"
843,80,"Female","High School","Good","No"
844,35,"Male","High School","Terrible","No"
845,31,"Male","Associate Degree","Good","No"
846,43,"Female","Bachelor's Degree","Okay","No"
847,59,"Male","High School","Bad","No"
848,46,"Female","Bachelor's Degree","Terrible","Yes"
849,18,"Female","Graduate Degree","Okay","No"
850,47,"Non-binary","Associate Degree","Excellent","No"
851,49,"Female","Bachelor's Degree","Bad","No"
852,53,"Male","Bachelor's Degree","Bad","No"
853,19,"Non-binary","Bachelor's Degree","Terrible","Yes"
854,18,"Non-binary","Bachelor's Degree","Excellent","No"
855,34,"Female","Associate Degree","Bad","Yes"
856,21,"Male","Graduate Degree","Good","No"
857,25,"Female","Bachelor's Degree","Good","No"
858,21,"Female","Bachelor's Degree","Bad","No"
859,32,"Female","Graduate Degree","Okay","No"
860,34,"Male","Associate Degree","Good","No"
861,56,"Female","Associate Degree","Okay","Yes"
862,60,"Female","Bachelor's Degree","Okay","No"
863,24,"Non-binary","Graduate Degree","Okay","No"
864,34,"Male","Bachelor's Degree","Excellent","Yes"
865,47,"Male","Associate Degree","Terrible","Yes"
866,68,"Female","Associate Degree","Okay","No"
867,39,"Non-binary","Bachelor's Degree","Okay","Yes"
868,18,"Female","Graduate Degree","Good","No"
869,45,"Female","Bachelor's Degree","Bad","No"
870,38,"Non-binary","Graduate Degree","Terrible","No"
871,75,"Female","High School","Bad","No"
872,47,"Non-binary","Associate Degree","Good","Yes"
873,28,"Female","High School","Okay","No"
874,31,"Non-binary","Bachelor's Degree","Okay","No"
875,30,"Non-binary","Bachelor's Degree","Okay","No"
876,44,"Non-binary","Bachelor's Degree","Okay","No"
877,44,"Non-binary","High School","Okay","No"
878,58,"Male","Bachelor's Degree","Okay","No"
879,46,"Non-binary","Bachelor's Degree","Bad","Yes"
880,33,"Male","Graduate Degree","Terrible","No"
881,21,"Male","Bachelor's Degree","Good","Yes"
882,53,"Female","Graduate Degree","Terrible","No"
883,39,"Non-binary","Bachelor's Degree","Okay","No"
884,44,"Female","Associate Degree","Good","No"
885,62,"Female","Bachelor's Degree","Excellent","No"
886,75,"Non-binary","High School","Excellent","No"
887,21,"Non-binary","Associate Degree","Bad","No"
888,73,"Male","High School","Bad","No"
889,23,"Female","Associate Degree","Excellent","No"
890,45,"Non-binary","High School","Good","Yes"
891,44,"Male","Graduate Degree","Okay","Yes"
892,34,"Female","Bachelor's Degree","Okay","Yes"
893,68,"Male","Graduate Degree","Okay","Yes"
894,27,"Male","Associate Degree","Okay","Yes"
895,53,"Female","Bachelor's Degree","Bad","Yes"
896,40,"Male","Associate Degree","Excellent","Yes"
897,21,"Non-binary","Graduate Degree","Bad","Yes"
898,64,"Non-binary","High School","Okay","No"
899,18,"Male","Associate Degree","Terrible","No"
900,29,"Non-binary","Associate Degree","Okay","Yes"
901,18,"Male","Graduate Degree","Terrible","Yes"
902,44,"Male","Bachelor's Degree","Okay","No"
903,45,"Non-binary","Associate Degree","Terrible","No"
904,18,"Non-binary","Bachelor's Degree","Terrible","Yes"
905,53,"Male","Graduate Degree","Okay","Yes"
906,19,"Male","Bachelor's Degree","Bad","Yes"
907,53,"Non-binary","Associate Degree","Okay","No"
908,45,"Non-binary","Associate Degree","Bad","No"
909,54,"Non-binary","Graduate Degree","Okay","Yes"
910,21,"Female","Bachelor's Degree","Terrible","No"
911,42,"Female","Associate Degree","Okay","No"
912,31,"Non-binary","Bachelor's Degree","Excellent","No"
913,18,"Male","Graduate Degree","Good","No"
914,43,"Male","High School","Bad","No"
915,75,"Female","Graduate Degree","Good","No"
916,27,"Non-binary","Graduate Degree","Terrible","Yes"
917,36,"Male","Associate Degree","Terrible","No"
918,54,"Female","Bachelor's Degree","Okay","No"
919,41,"Female","Bachelor's Degree","Bad","Yes"
920,79,"Male","Bachelor's Degree","Bad","Yes"
921,55,"Non-binary","Bachelor's Degree","Good","Yes"
922,80,"Male","High School","Bad","Yes"
923,47,"Male","Bachelor's Degree","Excellent","Yes"
924,18,"Non-binary","Associate Degree","Good","Yes"
925,48,"Non-binary","High School","Terrible","No"
926,22,"Female","Graduate Degree","Okay","Yes"
927,20,"Male","Bachelor's Degree","Bad","No"
928,36,"Male","Bachelor's Degree","Good","Yes"
929,59,"Male","Bachelor's Degree","Terrible","No"
930,47,"Male","Graduate Degree","Excellent","No"
931,56,"Male","Bachelor's Degree","Terrible","Yes"
932,58,"Female","Graduate Degree","Okay","No"
933,37,"Non-binary","High School","Terrible","No"
934,18,"Male","Graduate Degree","Bad","Yes"
935,56,"Male","Associate Degree","Bad","No"
936,80,"Male","Associate Degree","Okay","No"
